ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,Insect,GenusOnly,Commensal.,ZooScore,ConfidenceScore,XC_ZooScore,XC_CScore,XC_Notes,XC_WhoBy,XC_Date,PGF_ZooScore,PGF_CScore,PGF_notes,Non.GMPD,SearchStringGoog,Googlehits.As of 2.8.2017.,SearchStringWOS,WOShits .As of 2.6.2017.,Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF Citation,PGF more citations,Nematode,GMPD_traits,GMPD_tax,Google,Tao note,GMPDtraits,GMPDtax,ParasiteCorrectedName updated,Match,disease,disease note
Aphthovirus Foot-and-mouth disease virus SAT 1,NA,1,,-1,3,-1,1,,VR,42760,,,,,Aphthovirus Foot-and-mouth disease virus SAT 1,1730,Aphthovirus Foot-and-mouth disease virus SAT 1,3,RNA,"Dhikusooka et al., 2016",,VR,42760,,,,0,0,0,Yes,Aphthovirus Foot-and-mouth disease virus subtype,,Aphthovirus Foot-and-mouth disease virus serotype SAT 1,Aphthovirus Foot-and-mouth disease virus SAT 1,Aphthovirus Foot-and-mouth disease virus,,
Aphthovirus Foot-and-mouth disease virus SAT 2,NA,1,,-1,3,-1,1,,VR,42760,,,,,Aphthovirus Foot-and-mouth disease virus SAT 2,1720,Aphthovirus Foot-and-mouth disease virus SAT 2,3,RNA,"Valdazo-Gonzalez et al., 2012",,VR,42760,,,,0,0,0,Yes,Aphthovirus Foot-and-mouth disease virus subtype,,Aphthovirus Foot-and-mouth disease virus serotype SAT 2,Aphthovirus Foot-and-mouth disease virus SAT 2,Aphthovirus Foot-and-mouth disease virus,,
Aphthovirus Foot-and-mouth disease virus SAT3,NA,1,,-1,3,-1,1,,VR,42760,,,,,Aphthovirus Foot-and-mouth disease virus SAT3,963,Aphthovirus Foot-and-mouth disease virus SAT3,1,RNA,"Dhikusooka et al., 2015",,VR,42760,,,,0,0,0,Yes,Aphthovirus Foot-and-mouth disease virus subtype,,Aphthovirus Foot-and-mouth disease virus serotype SAT 3,Aphthovirus Foot-and-mouth disease virus SAT3,Aphthovirus Foot-and-mouth disease virus,,
Apophallus donicus,NA,0,,1,1,-1,2,,VR,42760,,,,,Apophallus donicus,117,Apophallus donicus,2,reservoir: snail and fish,Shimalov and Shimalov 2001,,VR,42760,,,,0,0,1,No,,,,Apophallus donicus,Apophallus donicus,,
Apophallus muehlingi,NA,0,,,,-1,3,,VR,42760,,,,,Apophallus muehlingi,178,Apophallus muehlingi,5,,Izvekova and Tyutin 2011,,VR,42760,,,,0,0,1,No,,,,Apophallus muehlingi,Apophallus muehlingi,,
Apophallus venustus,NA,0,,1,2,-1,3,,VR,42760,,,,,Apophallus venustus,53,Apophallus venustus,0,Reservoir: snail and fish,Cameron 1945,,VR,42760,,,,0,0,1,No,,,,Apophallus venustus,Apophallus venustus,,
Apteragia odocoilei,NA,0,,-1,2,-1,3,,VR,42760,,,,,Apteragia odocoilei,39,Apteragia odocoilei,0,helminth (white tailed deer),"Ditchkoff et al., 2005",,VR,42760,,,,1,0,1,No,,,,Apteragia odocoilei,Apteragia odocoilei,,
Apteragia pursglovei,NA,0,,,,-1,3,,VR,42760,,,,,Apteragia pursglovei,23,Apteragia pursglovei,1,,"Ditchkoff et al., 2005",,VR,42760,,,,1,0,1,No,,,,Apteragia pursglovei,Apteragia pursglovei,,
Apteragia quadrispiculata,NA,0,,,,-1,3,,VR,42760,,,,,Apteragia quadrispiculata,55,Apteragia quadrispiculata,3,,McKenna 1997,,VR,42760,,,,1,0,1,No,,,,Apteragia quadrispiculata,Apteragia quadrispiculata,,
Arcanobacterium haemolyticum,NA,0,,0,3,0,1,,VR,42760,,,,,Arcanobacterium haemolyticum,2040,Arcanobacterium haemolyticum,173,Bacterium,"Collins et al., 1982",,VR,42760,,,,0,0,1,No,,,,Arcanobacterium haemolyticum,Arcanobacterium haemolyticum,,
Arcanobacterium phocae,NA,0,,,,-1,2,,VR,42760,,,,,Arcanobacterium phocae,306,Arcanobacterium phocae,15,,"Johnson et al., 2003",,VR,42760,,,,0,0,1,No,,,,Arcanobacterium phocae,Arcanobacterium phocae,,
Arcanobacterium pyogenes,NA,0,,0,2,-1,1,,VR,42760,,,,,Arcanobacterium pyogenes,5650,Arcanobacterium pyogenes,379,Bacterium,"Silva et al., 2008",,VR,42760,,,,0,0,1,No,,,,Arcanobacterium pyogenes,Arcanobacterium pyogenes,,
Arenavirus Lymphocytic choriomeningitis virus,NA,0,,3,1,3,1,,VR,42760,,,,,Arenavirus Lymphocytic choriomeningitis virus,5830,Arenavirus Lymphocytic choriomeningitis virus,418,"house mouse, guinea pig, monkey, and hamster (only human reported cases in Europe)","Cao et al., 1998",,VR,42760,,,,0,0,0,Yes,,Mammarenavirus Lymphocytic choriomeningitis mammarenavirus,,Mammarenavirus Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus Lymphocytic choriomeningitis mammarenavirus,,
Arhythmorhynchus brevis,NA,0,,,,-1,2,,VR,42760,,,,,Arhythmorhynchus brevis,79,Arhythmorhynchus brevis,3,,Tuszynski and Whitaker 1972,,VR,42760,,,,0,0,1,No,,,,Arhythmorhynchus brevis,Arhythmorhynchus brevis,,
Armillifer armillatus,NA,0,,0,1,1,2,,VR,42760,,,Arthropoda?,,Armillifer armillatus,458,Armillifer armillatus,19,"definitive host is snakes, intermediate hosts are usually rodents or other wild mammals.  Larvae can infest humans.  Infection occurs by ingesting contaminated water or vegetables or raw snake meat. ",Lavarde and Fornes 1999,,VR,42760,,,,0,0,1,No,,,,Armillifer armillatus,Armillifer armillatus,,
Arterivirus Equine arteritis virus,NA,0,,-1,1,-1,1,,VR,42760,,,,,Arterivirus Equine arteritis virus,2430,Arterivirus Equine arteritis virus,154,equine,Balasuriya and MacLachlan 2004,,VR,42760,,,,0,0,1,No,,,Arterivirus Equine arteritis virus,Arterivirus Equine arteritis virus,Arterivirus Equine arteritis virus,,
Arterivirus Porcine respiratory and reproductive syndrome virus,NA,0,,-1,1,-1,1,,VR,42760,,,,,Arterivirus Porcine respiratory and reproductive syndrome virus,4250,Arterivirus Porcine respiratory and reproductive syndrome virus,196,economically importanat,"Conzelmann et al., 1992",,VR,42760,,,,0,0,0,Yes,"""Arterivirus Porcine reproductive and respiratory syndrome virus 1"" on GMPD trait",,Arterivirus Porcine respiratory and reproductive syndrome virus,Arterivirus Porcine respiratory and reproductive syndrome virus,,,
Arthroderma benhamiae,NA,0,,2,1,2,1,,VR,42760,,,,,Arthroderma benhamiae,2440,Arthroderma benhamiae,161,"Fungus: human, and domesticated pets (some marsupials)","Shiraki et al., 2006",,VR,42760,,,,0,0,1,No,,,,Arthroderma benhamiae,Arthroderma benhamiae,,
Arthrostoma miyazakiense,NA,0,,,,-1,3,,VR,42760,,,,,Arthrostoma miyazakiense,25,Arthrostoma miyazakiense,4,,"Shin et al., 2007",,VR,42760,,,,1,0,1,No,,,,Arthrostoma miyazakiense,Arthrostoma miyazakiense,,
Ascaridia galli,NA,0,,-1,2,-1,1,,VR,42760,,,,,Ascaridia galli,5640,Ascaridia galli,330,Host: Fowl,"Kilpinen et al., 2005",,VR,42760,,,,1,0,1,No,,,,Ascaridia galli,Ascaridia galli,,
Ascaridia schroederii,NA,0,,0,2,-1,3,,VR,42760,,,,,Ascaridia schroederii,1,Ascaridia schroederii,0,,Qiu and Mainka 1991,NEED,VR,42760,,,,1,0,1,No,,,Ascaridia schroederii,Ascaridia schroederii,Ascaridia schroederii,,
Ascaris elongata,NA,0,,,,-1,2,,VR,42760,,,,,Ascaris elongata,320,Ascaris elongata,0,,"Stuart et al., 1998",,VR,42760,,,,1,0,1,No,,,,Ascaris elongata,Ascaris elongata,,
Ascaris lumbricoides,NA,0,,1,1,0,1,,VR,42760,,,see_Nematodes_word_doc,,Ascaris lumbricoides,35700,Ascaris lumbricoides,2264,Human/dog,"Cooper et al., 2000",Gideon,VR,42760,,,,1,0,1,No,,,,Ascaris lumbricoides,Ascaris lumbricoides,,
Ascaris petiti,NA,0,,,,-1,2,,VR,42741,,,,,Ascaris petiti,2860,Ascaris petiti,0,,Irwin and Raharison 2009,,VR,42741,,,,1,0,1,No,,,,Ascaris petiti,Ascaris petiti,,
Ascaris phacochoeri,NA,0,,,,-1,3,,VR,42760,,,,,Ascaris phacochoeri,21,Ascaris phacochoeri,0,,"Boomker et al., 1991",,VR,42760,,,,1,0,1,No,,,,Ascaris phacochoeri,Ascaris phacochoeri,,
Ascaris suum,NA,0,,2,2,2,1,,VR,42760,,,,,Ascaris suum,28500,Ascaris suum,2865,nematoda,"Okimoto et al., 1992",,VR,42760,,,,1,0,1,No,,,,Ascaris suum,Ascaris suum,,
Ascaris suum,NA,0,,1,1,1,1,,VR,42741,,,mentioned_by_sources_to_be_zoonotic_(when_making_nematode_word_doc),,Ascaris suum,28500,Ascaris suum,2865,Nematoda,"Philis et al., 1972",NEED,VR,42741,,,,1,0,1,No,,,,Ascaris suum,Ascaris suum,,
Ascarops dentata,NA,0,,,,-1,3,,VR,42741,,,,,Ascarops dentata,23,Ascarops dentata,1,,Yadav and Tandon 1989,,VR,42741,,,,1,0,1,No,,,,Ascarops dentata,Ascarops dentata,,
Ascarops strongylina,NA,0,,-1,1,-1,2,,VR,42741,,,,,Ascarops strongylina,408,Ascarops strongylina,24,boar/Spain,"de-la-Muela et al., 2001",,VR,42741,,,,1,0,1,No,,,,Ascarops strongylina,Ascarops strongylina,,
Ascocotyle ampullacea,NA,0,,-1,3,-1,3,,VR,42741,,,,,Ascocotyle ampullacea,35,Ascocotyle ampullacea,1,,Bush and Forrester 1976,,VR,42741,,,,0,0,1,No,,,Ascocotyle ampullacea,Ascocotyle ampullacea,Ascocotyle ampullacea,,
Ascocotyle leighi,NA,0,,,,-1,2,,VR,42741,,,,,Ascocotyle leighi,146,Ascocotyle leighi,2,,Stein and Lumsen 1971,,VR,42741,,,,0,0,1,No,,,Ascocotyle leighi,Ascocotyle leighi,Ascocotyle leighi,,
Ascorhytis charadriformis,NA,0,,,,-1,3,,VR,42741,,,,,Ascorhytis charadriformis,10,Ascorhytis charadriformis,0,,"Ching et al., 2000",,VR,42741,,,,0,0,1,No,,,Ascorhytis charadriformis,Ascorhytis charadriformis,Ascorhytis charadriformis,,
Asfivirus African swine fever virus,NA,0,,-1,2,-1,2,,VR,42741,,,,,Asfivirus African swine fever virus,573,Asfivirus African swine fever virus,4,domestic pigs,"Fabregas et al., 1999",,VR,42741,,,,0,0,1,No,,,,Asfivirus African swine fever virus,Asfivirus African swine fever virus,,
Ashworthius gagarini,NA,0,,,,-1,3,,VR,42741,,,,,Ashworthius gagarini,43,Ashworthius gagarini,2,,Humbert and Cabaret 1995,,VR,42741,,,,1,0,1,No,,,,Ashworthius gagarini,Ashworthius gagarini,,
Ashworthius patriciapilittae,NA,0,,,,-1,3,,VR,42741,,,,,Ashworthius patriciapilittae,23,Ashworthius patriciapilittae,1,,"Hoberg et al., 2002",,VR,42741,,,,1,0,0,Yes,Can't find it in GMPD files.,,,Ashworthius patriciapilittae,,,
Ashworthius sidemi,NA,0,,,,-1,2,,VR,42741,,,,,Ashworthius sidemi,174,Ashworthius sidemi,26,,"Radwan et al., 2010",,VR,42741,,,,1,0,1,No,,,,Ashworthius sidemi,Ashworthius sidemi,,
Atadenovirus Deer adenovirus,NA,0,,0,2,-1,3,,VR,42741,,,,,Atadenovirus Deer adenovirus,82,Atadenovirus Deer adenovirus,7,,"Woods et al., 2001",,VR,42741,,,,0,0,1,No,,,,Atadenovirus Deer adenovirus,Atadenovirus Deer adenovirus,,
Athesmia foxi,NA,0,,,,-1,3,,VR,42741,,,,,Athesmia foxi,100,Athesmia foxi,1,,Bostrom and Slaughter 1968,NEED,VR,42741,,,,0,0,1,No,,,,Athesmia foxi,Athesmia foxi,,
Athesmia heterolecithodes,NA,0,,-1,2,-1,3,,VR,42741,,,,,Athesmia heterolecithodes,73,Athesmia heterolecithodes,5,Turkey Trematode,"Menezes et al., 2011",,VR,42741,,,,0,0,1,No,,,,Athesmia heterolecithodes,Athesmia heterolecithodes,,
Atriotaenia incisa,NA,0,,-1,3,-1,3,,VR,42741,,,,,Atriotaenia incisa,34,Atriotaenia incisa,5,Eurasian badger,"Millan et al., 2004",,VR,42741,,,,0,0,1,No,,,Atriotaenia incisa,Atriotaenia incisa,Atriotaenia incisa,,
Atriotaenia procyonis,NA,0,,-1,3,-1,3,,VR,42741,,,,,Atriotaenia procyonis,82,Atriotaenia procyonis,6,Raccoon,"Bafundo et al., 1980",,VR,42741,,,,0,0,1,No,,,Atriotaenia procyonis,Atriotaenia procyonis,Atriotaenia procyonis,,
Avitellina centripunctata,NA,0,,,,-1,2,,VR,42741,,,,,Avitellina centripunctata,445,Avitellina centripunctata,16,sheep,Lashari and Tasawar 2011,,VR,42741,,,,0,0,1,No,,,,Avitellina centripunctata,Avitellina centripunctata,,
Babesia bicornis,NA,0,,-1,2,-1,2,,VR,42741,,,,,Babesia bicornis,308,Babesia bicornis,9,Rhino only,"Nijhof et al., 2003",,VR,42741,,,,0,0,1,No,,,Babesia bicornis,Babesia bicornis,Babesia bicornis,,
Babesia bigemina,NA,0,,0,1,-1,1,,VR,42741,,,,,Babesia bigemina,8100,Babesia bigemina,797,through tick saliva,Brown and Palmer 1999,,VR,42741,,,,0,0,1,No,,,,Babesia bigemina,Babesia bigemina,Babesiosis,
Babesia bovis,NA,0,,0,1,-1,1,,VR,42741,,,,,Babesia bovis,13600,Babesia bovis,1253,rare (primarily bovine),Brown and Palmer 1999,,VR,42741,,,,0,0,1,No,,,,Babesia bovis,Babesia bovis,,
Babesia caballi,NA,0,,,,-1,1,,VR,42741,,,,,Babesia caballi,3000,Babesia caballi,322,,"Bashiruddin et al., 1999",,VR,42741,,,,0,0,0,Yes,Can't find it in GMPD files.,,,Babesia caballi,,,
Babesia canis,NA,0,,0,2,-1,1,,VR,42741,,,,,Babesia canis,11300,Babesia canis,733,,"Matjila et al., 2004",,VR,42741,,,,0,0,0,Yes,,,,Babesia canis,,,
Babesia cellii,NA,0,,,,-1,3,,VR,42741,,,,,Babesia cellii,249,Babesia cellii,0,,NEED,,VR,42741,,,,0,0,1,No,Can't find it in GMPD files.,,,Babesia cellii,Babesia cellii,,
Babesia cynicti,NA,0,,,,-1,3,,VR,42741,,,,,Babesia cynicti,18,Babesia cynicti,1,,Penzhom and Chaparro 1994,,,42741,,,,0,0,1,No,Can't find it in GMPD files.,,,Babesia cynicti,Babesia cynicti,,
Babesia divergens,NA,0,,0,1,0,1,,VR,42741,,,,,Babesia divergens,4460,Babesia divergens,414,Tick/rare,"Zintl et al., 2003",Gideon,VR,42741,,,,0,0,1,No,can't find it in GMPD files.,,,Babesia divergens,Babesia divergens,Babesiosis,in Gideon
Babesia equi,NA,0,,0,1,-1,1,,VR,42741,,,,,Babesia equi,6330,Babesia equi,456,Tick/1975 NY,"Bashiruddin et al., 1999",,VR,42741,,,,0,0,1,No,,,,Babesia equi,Babesia equi,,
Babesia felis,NA,0,,-1,1,-1,1,,VR,42741,,,,,Babesia felis,3560,Babesia felis,67,Feline (South Africa),"Bosman et al., 2007",,VR,42741,,,,0,0,0,Yes,can't find it in GMPD files.,,,Babesia felis,,,
Babesia gibsoni,NA,0,,0,2,-1,1,,VR,42741,,,,,Babesia gibsoni,3650,Babesia gibsoni,444,Spread by Tick,"Ikadai et al., 2004",,VR,42741,,,,0,0,0,Yes,Can't find it in GMPD files.,,,Babesia gibsoni,,,
Babesia lotori,NA,0,,0,2,-1,3,,VR,42740,,,,,Babesia lotori,69,Babesia lotori,3,Raccoon,"Birkenhauer et al., 2006",,VR,42740,,,,0,0,1,No,,,,Babesia lotori,Babesia lotori,,
Babesia microti,NA,0,,0,1,0,1,,VR,42740,,,,,Babesia microti,9680,Babesia microti,189,rare,"Persing et al., 1992",,VR,42740,,,,0,0,1,No,,,,Babesia microti,Babesia microti,Babesiosis,
Babesia missirolii,NA,0,,,,-1,3,,VR,42740,,,,,Babesia missirolii,17,Babesia missirolii,1,,"Birkenhauer et al., 2007",,VR,42740,,,,0,0,1,No,,,,Babesia missirolii,Babesia missirolii,,
Babesia odocoilei,NA,0,,-1,1,-1,2,,VR,42741,,,,,Babesia odocoilei,491,Babesia odocoilei,59,White tailed deer,"Holman et al., 2000",,VR,42741,,,,0,0,1,No,,,,Babesia odocoilei,Babesia odocoilei,,
Babesia ovis,NA,0,,-1,2,-1,1,,VR,42741,,,,,Babesia ovis,4130,Babesia ovis,216,,"Aktas et al., 2005",,VR,42741,,,,0,0,1,No,,,Babesia divergens,Babesia ovis,Babesia ovis,,
Babesia pitheci,NA,0,,,,-1,3,,VR,42740,,,,,Babesia pitheci,46,Babesia pitheci,0,,Hegner 1928,,VR,42740,,,,0,0,1,No,,,,Babesia pitheci,Babesia pitheci,,
Babesia propitheci,NA,0,,,,-1,3,,VR,42740,,,,,Babesia propitheci,11,Babesia propitheci,0,,"Bronsdon et al., 1999",,VR,42740,,,,0,0,1,No,,,,Babesia propitheci,Babesia propitheci,,
Babesia rossi,NA,0,,-1,2,-1,1,,VR,42740,,,,,Babesia rossi,2650,Babesia rossi,89,Sub-Saharan Africa (wild dogs),"Matjila et al., 2008",,VR,42740,,,,0,0,1,No,,,,Babesia rossi,Babesia rossi,,
Babesia sensu,NA,0,,1,3,0,1,,VR,42740,,,,,Babesia sensu,4580,Babesia sensu,247,,"Hunfeld et al., 2008",,VR,42740,,,,0,0,0,Yes,Babesia spp. (sensu stricto) (Babesiosis: Recent insights into an ancient disease),,Babesia sp.,Babesia sensu,,,
Babyrousa babyrussa rhadinovirus 1,NA,0,,,,-1,1,,VR,42740,,,,,Babyrousa babyrussa rhadinovirus 1,12,Babyrousa babyrussa rhadinovirus 1,1,,Ehlers and Lowden 2004,,VR,42740,,,,0,0,0,Yes,Can't find it in GMPD files.,,,Babyrousa babyrussa rhadinovirus 1,,,
Bacillus anthracis,NA,0,,3,1,3,1,,VR,42740,,,,,Bacillus anthracis,65500,Bacillus anthracis,5784,,"Helgason et al., 2000",,VR,42740,,,,0,0,1,No,,,,Bacillus anthracis,Bacillus anthracis,,
Bacillus cereus,NA,0,,0,1,0,1,,VR,42740,,,,,Bacillus cereus,178000,Bacillus cereus,11250,vehicle: food,"Helgason et al., 2000",,VR,42740,,,,0,0,1,No,,,,Bacillus cereus,Bacillus cereus,,
Bacillus coagulans,NA,0,,0,1,-1,1,,VR,42740,,,,,Bacillus coagulans,18600,Bacillus coagulans,773,vehicle:food,"Kumar et al., 2005",,VR,42740,,,,0,0,1,No,,,,Bacillus coagulans,Bacillus coagulans,,
Bacillus laterosporus,NA,0,,-1,1,-1,1,,VR,42740,,,,,Bacillus laterosporus,4050,Bacillus laterosporus,146,insect only,"Orlova et al., 1998",,VR,42740,,,,0,0,1,No,,,,Bacillus laterosporus,Bacillus laterosporus,,
Bacillus mycoides,NA,0,,0,1,-1,1,,VR,42740,,,,,Bacillus mycoides,14500,Bacillus mycoides,414,"Bacterium/vehicle: soil, processed and dried foods","Goodwin et al., 1994",,VR,42740,,,,0,0,1,No,,,,Bacillus mycoides,Bacillus mycoides,,
Bacillus thuringiensis,NA,0,,0,3,0,1,,VR,42740,,,,,Bacillus thuringiensis,96500,Bacillus thuringiensis,1367,mosquitos and cattle (rarely human),"Helgason et al., 2000",,VR,42740,,,,0,0,1,No,,,,Bacillus thuringiensis,Bacillus thuringiensis,,
Bacteroides pyogenes,NA,0,,1,2,1,1,,VR,42740,,,,,Bacteroides pyogenes,20100,Bacteroides pyogenes,108,cat bite,Madsen and Justesen 2011,,VR,42740,,,,0,0,1,No,,,,Bacteroides pyogenes,Bacteroides pyogenes,,
Balantidium aragaoi,NA,0,,,,-1,3,,VR,42740,,,,,Balantidium aragaoi,27,Balantidium aragaoi,0,,"Stuart et al., 1998",,VR,42740,,,,0,0,1,No,,,,Balantidium aragaoi,Balantidium aragaoi,,
Balantidium coli,NA,0,,1,2,1,1,,VR,42740,,,,,Balantidium coli,7710,Balantidium coli,169,"Reservoir: non-human primate, rodent and pig",Schuster and Ramirez-Avila 2008,,VR,42740,,,,0,0,1,No,,,,Balantidium coli,Balantidium coli,,
Bartonella bovis,NA,0,,0,2,-1,1,,VR,42740,,,,,Bartonella bovis,3900,Bartonella bovis,66,Bacterium,"Bermond et al., 2002",,VR,42740,,,,0,0,1,No,,,,Bartonella bovis,Bartonella bovis,,
Bartonella capreoli,NA,0,,0,2,-1,2,,VR,42740,,,,,Bartonella capreoli,625,Bartonella capreoli,10,Bacterium,"Bai et al., 2011",,VR,42740,,,,0,0,1,No,,,,Bartonella capreoli,Bartonella capreoli,,
Bartonella clarridgeiae,NA,0,,2,1,1,1,,VR,42740,,,,,Bartonella clarridgeiae,1910,Bartonella clarridgeiae,252,Stray Cats,"Kordick et al., 1997",,VR,42740,,,,0,0,1,No,,,,Bartonella clarridgeiae,Bartonella clarridgeiae,,
Bartonella henselae,NA,0,,1,2,1,1,,VR,42740,,,,,Bartonella henselae,15800,Bartonella henselae,1959,"""cat scratch""","Chomel et al., 1996",,VR,42740,,,,0,0,1,No,,,,Bartonella henselae,Bartonella henselae,,
Bartonella rochalimae,NA,0,,1,3,1,2,,VR,42740,,,,,Bartonella rochalimae,623,Bartonella rochalimae,42,human (feces and louse),"Chomel et al., 2009",,VR,42740,,,,0,0,1,No,,,,Bartonella rochalimae,Bartonella rochalimae,,
Bartonella schoenbuchenis,NA,0,,,,-1,3,,VR,42740,,,,,Bartonella schoenbuchenis,5,Bartonella schoenbuchenis,0,,NEED,,VR,42740,,,,0,0,1,No,,,,Bartonella schoenbuchenis,Bartonella schoenbuchenis,,
Bartonella vinsonii,NA,0,,0,3,1,1,,VR,42740,,,,,Bartonella vinsonii,2550,Bartonella vinsonii,297,rare human infection,"Roux et al., 2000",,VR,42740,,,,0,0,1,No,,,,Bartonella vinsonii,Bartonella vinsonii,,
Baschkirovitrema incrassatum,NA,0,,,,-1,3,,VR,42740,,,,,Baschkirovitrema incrassatum,22,Baschkirovitrema incrassatum,1,,"Vieira et al., 2008",,VR,42740,,,,0,0,1,No,,,,Baschkirovitrema incrassatum,Baschkirovitrema incrassatum,,
Baylisascaris columnaris,NA,0,,1,2,-1,2,,VR,42740,,,,,Baylisascaris columnaris,155,Baylisascaris columnaris,6,mammals and birds (feces),"Franssen et al., 2013",,VR,42740,,,,1,0,1,No,,,,Baylisascaris columnaris,Baylisascaris columnaris,,
Baylisascaris devosi,NA,0,,1,2,-1,3,,VR,42740,,,,,Baylisascaris devosi,52,Baylisascaris devosi,0,mammals and birds (feces),"Poole et al., 1983",,VR,42740,,,,1,0,1,No,,,,Baylisascaris devosi,Baylisascaris devosi,,
Baylisascaris procyonis,NA,0,,2,1,1,1,,VR,42740,,,,,Baylisascaris procyonis,1960,Baylisascaris procyonis,225,round worm nematode/ingesting raccoon feces,"Pai et al., 2007",,VR,42740,,,,1,0,1,No,,,,Baylisascaris procyonis,Baylisascaris procyonis,,
Baylisascaris transfuga,NA,0,,1,2,-1,2,,VR,42740,,,,,Baylisascaris transfuga,327,Baylisascaris transfuga,37,mammals and birds (feces),"Ambrogi et al., 2011",,VR,42740,,,,1,0,1,No,,,,Baylisascaris transfuga,Baylisascaris transfuga,,
Baylisiella tecta,NA,0,,,,-1,3,,VR,42740,,,,,Baylisiella tecta,10,Baylisiella tecta,0,,Moravkova 2016,,VR,42740,,,,0,0,1,No,,,,Baylisiella tecta,Baylisiella tecta,,
Bertiella mucronata,NA,0,,-1,1,-1,2,,VR,42739,,,,,Bertiella mucronata,163,Bertiella mucronata,4,Non-human primate and rodents,Pope 1966,,VR,42739,,,,0,0,1,No,,,,Bertiella mucronata,Bertiella mucronata,,
Bertiella studeri,NA,0,,0,2,0,2,,VR,42739,,,,,Bertiella studeri,426,Bertiella studeri,20,vehicle: mite,"Sun et al., 2006",,VR,42739,,,,0,0,1,No,,,,Bertiella studeri,Bertiella studeri,,
Besnoitia tarandi,NA,0,,-1,1,-1,2,,VR,42739,,,,,Besnoitia tarandi,204,Besnoitia tarandi,16,Reindeer,"Dubey et al., 2004",,VR,42739,,,,0,0,1,No,,,,Besnoitia tarandi,Besnoitia tarandi,,
Betaretrovirus Mason-Pfizer monkey virus,NA,0,,,,-1,1,,VR,42739,,,,,Betaretrovirus Mason-Pfizer monkey virus,645,Betaretrovirus Mason-Pfizer monkey virus,15,,"Gottwein et al., 2003",,VR,42739,,,,0,0,0,Yes,Can't find it in GMPD files.,,,Betaretrovirus Mason-Pfizer monkey virus,,,
Biguetius trichuroides,NA,0,,,,-1,3,,VR,42739,,,"I_think_it's_a_nematode,_but_not_100%_sure.__Also_possibly_called_Lemuricola_trichuroides:_http://www.sadabe.org/Irwin/articles/19_Irwin%20Raharison%202009.pdf_(if_that_is_the_same_species,_than_it's_definitely_a_nematode",,Biguetius trichuroides,5,Biguetius trichuroides,0,,Irwin and Raharison 2009,,VR,42739,,,,1,0,0,Yes,Biguetius trichuroides to Lemuricola (A review of the endoparasites of the lemurs of Madagascar),Lemuricola trichuroides,,Lemuricola trichuroides,Lemuricola trichuroides,,
Blastocystis hominis,NA,0,,0,1,0,1,,VR,42739,,,,,Blastocystis hominis,9780,Blastocystis hominis,957,Human Only,"Sheehan et al., 1986",,VR,42739,,,,0,0,1,No,,,,Blastocystis hominis,Blastocystis hominis,,
Blastomyces dermatitidis,NA,0,,1,1,0,1,,VR,42739,,,,,Blastomyces dermatitidis,14400,Blastomyces dermatitidis,739,Fungus,"Li et al., 2000",Gideon,VR,42739,,,,0,0,1,No,,,,Blastomyces dermatitidis,Blastomyces dermatitidis,,
Blepharocorys jubata,NA,0,,-1,3,-1,3,,VR,42739,,,,,Blepharocorys jubata,22,Blepharocorys jubata,0,Horse,"Ito et al., 2014",,VR,42739,,,,0,0,1,No,,,,Blepharocorys jubata,Blepharocorys jubata,,
Bocavirus Canineminutevirus,NA,0,,-1,2,-1,1,,VR,42739,,,,,Bocavirus Canineminutevirus,273,Bocavirus Canineminutevirus,0,canine only,"Schwartz et al., 2002",,VR,42739,,,,0,0,0,Yes,Can't find it in GMPD files.,,,Bocavirus Canineminutevirus,,,
Bolbosoma bobrovoi,NA,0,,,,-1,3,,VR,42739,,,,,Bolbosoma bobrovoi,9,Bolbosoma bobrovoi,0,,Shults 1986,,VR,42739,,,,0,0,1,No,,,,Bolbosoma bobrovoi,Bolbosoma bobrovoi,,
Border disease virus,NA,0,,-1,2,-1,1,,VR,42739,,,,,Border disease virus,186000,Border disease virus,1122,Goat Sheep Cattle,"Becher et al., 1998",,VR,42739,,,,0,0,0,Yes,,Pestivirus Border disease virus,,Pestivirus Border disease virus,Pestivirus Border disease virus,,
Bordetella bronchiseptica,NA,0,,-1,3,-1,1,,VR,42739,,,,,Bordetella bronchiseptica,18400,Bordetella bronchiseptica,1637,Bacterium,Woolfrey and Moody 1991,,VR,42739,,,,0,0,1,No,,,,Bordetella bronchiseptica,Bordetella bronchiseptica,,
Bornavirus Bornadiseasevirus,NA,0,,2,2,-1,1,,VR,42739,,,,,Bornavirus Bornadiseasevirus,1620,Bornavirus Bornadiseasevirus,0,RNA,Carbone 2001,,VR,42739,,,,0,0,0,Yes,Mammalian 1 bornavirus (classical Borna disease virus and divergent Borna disease virus isolate No/98) (Taxonomic reorganization of the family Bornaviridae),,Bornavirus Mammalian 1 bornavirus,Bornavirus Bornadiseasevirus,,,
